Date,Product_ID,Demand,Seasonality,Lead_Time_Days
2021-01-30,13,66.37869817987091,Spring,25
2018-08-17,89,44.82192366034582,Winter,17
2021-07-01,69,23.610529602598067,Spring,4
2021-03-14,34,47.615425313728025,Fall,26
2022-07-05,56,72.19201891445317,Winter,28
2018-03-14,63,41.036740109676856,Fall,23
2019-02-25,21,60.28047809273234,Spring,18
2020-06-10,2,70.41527646551792,Spring,26
2019-06-06,32,99.88668683439401,Summer,29
2018-08-13,34,34.242872373285245,Summer,6
2021-10-27,79,43.46647096724631,Spring,11
2020-04-05,40,70.57903069100395,Summer,17
2022-06-10,47,47.833388762966045,Spring,15
2021-03-19,91,27.357668315011743,Fall,9
2018-06-26,23,60.013225568728615,Summer,14
2021-09-26,55,21.222950868817623,Spring,1
2019-11-06,77,37.26054143578517,Winter,13
2018-01-09,14,49.48419420694934,Winter,18
2022-06-03,97,54.12297751707913,Summer,12
2020-01-25,56,44.087954487387684,Spring,14
2021-09-07,27,23.021736796944786,Spring,1
2020-08-16,100,43.04603505881215,Summer,9
2021-03-16,70,55.60604484811597,Fall,28
2020-11-24,63,85.70228618200326,Summer,23
2019-05-22,34,35.038473700131576,Winter,14
2021-10-12,19,79.91930312818948,Summer,22
2019-02-15,67,17.12858330710852,Winter,6
2018-04-26,49,57.103690806479264,Winter,20
2020-01-29,93,32.35905431565741,Winter,9
2019-04-09,83,26.544205587081585,Fall,10
2022-11-15,88,56.77757625665315,Winter,21
2020-10-11,53,100.7658469744139,Summer,29
2021-10-29,97,40.22053200762536,Summer,7
2019-09-06,78,40.9385911550186,Fall,20
2019-09-25,41,51.884811283021875,Spring,17
2022-03-29,12,20.64510442033124,Fall,6
2019-02-05,28,43.74326014894464,Summer,8
2019-07-23,98,11.136605826282231,Winter,1
2019-12-03,26,21.72113771862579,Summer,1
2020-05-25,10,64.436366587939,Winter,25
2018-12-30,92,58.98093601189956,Spring,19
2019-07-16,40,34.95185482932389,Spring,9
2018-06-10,76,25.311397823817728,Spring,4
2019-10-13,25,25.88844710559798,Winter,9
2021-10-18,53,54.09732196776533,Fall,29
2020-10-09,38,51.78394426267863,Fall,28
2022-04-05,23,9.712965731222969,Winter,3
2022-01-26,16,98.6446828925301,Summer,29
2021-02-20,99,42.50579344777036,Spring,9
2020-04-14,44,43.07398396970724,Spring,10
2021-02-09,60,35.751092998275844,Spring,7
2019-11-26,69,46.84760958740277,Spring,13
2020-12-05,88,94.32274171290221,Summer,27
2021-09-24,77,26.292431833815584,Summer,5
2021-02-26,4,14.284597889708387,Summer,1
2021-12-16,13,45.49894041041178,Fall,23
2019-01-04,71,18.499677914091972,Summer,2
2019-04-16,79,35.62201404870899,Winter,12
2020-11-19,18,38.20452826940578,Fall,16
2022-09-10,99,54.042561532416954,Fall,30
2018-05-15,95,50.04871934325395,Summer,13
2021-05-15,39,25.444003138486483,Fall,9
2018-05-14,32,22.343980441815702,Fall,9
2019-05-24,17,92.95996755706346,Summer,25
2020-04-26,26,32.74276392467707,Fall,17
2020-07-19,59,26.29610937730301,Summer,5
2019-08-29,64,70.56639530592416,Summer,17
2019-09-23,82,73.11540216857834,Spring,25
2020-01-12,48,26.460705172083152,Fall,14
2021-12-14,85,93.41086192315348,Summer,25
2019-04-15,58,50.466895706330725,Winter,18
2018-06-14,34,15.595041608952627,Winter,4
2019-08-07,14,48.77861737827837,Summer,11
2022-09-04,75,52.65876046940555,Spring,14
2020-11-22,6,43.18222103785399,Winter,17
2020-05-07,29,16.863845983744977,Fall,7
2020-07-10,42,27.5830456169859,Spring,6
2022-11-19,17,56.625477387790845,Winter,20
2021-09-03,37,85.71623156444754,Summer,25
2021-06-30,93,15.60412981981974,Fall,7
2020-03-30,20,49.67082348649131,Spring,14
2022-12-04,67,63.52264426776681,Spring,22
2018-03-10,39,14.956769054545326,Fall,3
2018-08-16,12,13.16780758448995,Fall,5
2019-07-17,1,57.63765089656816,Winter,22
2020-10-28,32,59.54109352297748,Summer,16
2022-01-25,90,40.958710445188984,Spring,12
2021-03-29,34,52.69971893258074,Fall,29
2022-10-11,28,38.55589850867426,Summer,7
2018-05-25,33,34.25255125228051,Summer,6
2021-03-25,95,67.49273341347856,Summer,16
2021-11-25,45,72.71299381265364,Summer,18
2019-10-09,64,34.25606140155426,Winter,13
2022-01-16,93,42.103472544680955,Spring,10
2020-09-26,7,46.614549354999276,Summer,10
2019-10-11,42,23.262490720667966,Spring,3
2021-07-05,33,73.90611571919297,Winter,27
2022-10-01,4,56.73394790250632,Spring,18
2022-06-18,88,61.389527055823265,Winter,22
2020-06-11,60,66.28554510428268,Spring,21
2019-12-01,71,50.34767212618807,Summer,12
2018-03-22,26,43.31028975123631,Fall,25
2021-02-03,47,8.739846235954236,Winter,1
2020-10-27,59,39.989777627482866,Spring,8
2021-10-14,12,30.105236893479216,Fall,11
2018-04-16,73,53.15282332673729,Fall,26
2019-10-17,39,40.62743038788592,Winter,15
2018-07-23,82,4.497571634139969,Winter,1
2019-01-09,84,76.09552800780787,Winter,29
2021-02-11,15,31.842265077209774,Spring,4
2022-01-25,72,44.30044858408523,Spring,11
2018-06-04,12,38.284531256943026,Summer,8
2020-02-14,85,73.55138663818752,Winter,29
2021-11-21,64,24.355503327190128,Winter,7
2020-12-30,47,78.92977077648295,Spring,28
2019-07-31,87,44.53925409523285,Fall,22
2021-04-05,7,18.171570477676788,Winter,5
2018-06-23,54,33.49903313721816,Fall,16
2018-12-25,41,48.76077482264114,Summer,11
2019-08-21,70,38.210176976762554,Winter,15
2020-11-19,77,68.02676533770816,Spring,23
2021-01-05,60,27.497457995163423,Winter,8
2022-09-24,8,34.166482432678244,Summer,8
2020-09-27,54,67.86060515503283,Winter,24
2022-04-21,42,28.697419767214665,Summer,3
2022-06-27,80,64.59453652931401,Winter,22
2021-08-23,13,40.21311850380431,Summer,9
2019-09-25,66,75.2072305290647,Spring,29
2020-08-06,51,36.805491054955226,Summer,7
2022-10-26,47,13.308631615542268,Winter,4
2019-01-06,6,67.72382976910971,Spring,25
2020-03-21,94,39.66602784841039,Summer,9
2022-07-30,41,31.925011674800956,Fall,16
2018-12-21,99,64.74712492730998,Summer,17
2021-10-30,41,53.83206592974656,Summer,12
2018-01-14,80,63.875255052120046,Winter,25
2020-08-14,93,39.96617531274622,Spring,9
2020-06-03,65,57.631333800014815,Spring,21
2022-05-12,91,49.272666905599294,Summer,13
2019-07-09,3,12.691493240854589,Fall,1
2018-02-20,72,67.80368359164646,Spring,22
2021-03-19,14,21.19945164556441,Spring,2
2019-09-25,90,34.452211766381744,Spring,7
2018-07-30,95,25.335048637266105,Fall,7
2018-08-09,22,78.6019865308319,Spring,27
2020-10-31,41,51.92896042023898,Spring,16
2020-12-29,79,66.33313439226426,Spring,23
2019-04-27,1,28.56089522692985,Winter,8
2019-11-26,47,28.065916909411968,Spring,6
2021-04-28,25,51.611030585542295,Spring,18
2021-09-01,67,25.937028265639114,Spring,5
2018-09-13,79,41.59670162159658,Fall,22
2021-10-25,36,100.25759811904182,Summer,30
2022-03-02,60,25.442372980471227,Spring,5
2020-05-29,19,57.06668797988695,Winter,21
2022-04-22,39,12.330178978319895,Winter,4
2020-04-02,58,37.30868209322696,Fall,21
2022-03-06,92,40.16789639356689,Fall,21
2018-05-19,79,24.963258011580116,Winter,8
2021-06-10,32,38.21098511324884,Summer,9
2018-12-19,94,76.94511939545153,Winter,28
2019-02-18,38,68.93501730788277,Spring,22
2020-12-10,93,42.461636620642345,Fall,21
2021-08-25,29,86.63366401670156,Summer,24
2019-06-15,61,74.10756430106244,Spring,26
2018-08-21,46,15.945075990342616,Fall,6
2022-02-03,38,74.58954920765356,Summer,20
2018-12-12,12,49.5593620050905,Winter,19
2018-03-04,44,17.68891311048278,Fall,3
2019-11-27,19,65.13448836317511,Spring,21
2020-08-09,38,29.001444379166653,Spring,3
2021-04-22,75,27.0277735925565,Winter,7
2019-03-19,85,62.10222619737294,Winter,22
2020-10-31,24,30.872539924622895,Fall,12
2018-02-09,86,17.2932850935972,Spring,1
2018-05-27,16,46.66156714243855,Spring,12
2021-08-27,19,13.709619623849191,Winter,4
2021-04-17,69,74.29098382448275,Summer,21
2020-05-11,57,19.995870389417213,Spring,2
2018-04-11,64,55.865573256236424,Spring,19
2021-02-13,54,26.68970560166928,Fall,12
2022-11-03,92,9.092679394084215,Fall,2
2019-09-26,23,82.04099502688038,Summer,22
2018-07-19,8,64.63108063881413,Summer,17
2021-06-03,80,12.716338693872446,Fall,5
2022-10-30,54,48.432958420325534,Winter,16
2021-06-22,4,10.94110184250686,Fall,2
2021-08-31,39,53.65960824270756,Spring,17
2019-11-22,97,57.75391444244123,Summer,13
2021-05-11,52,38.740327171054666,Fall,21
2022-05-11,98,27.05309822833047,Spring,4
2018-04-13,99,50.775639557474705,Summer,13
2019-05-26,57,51.418878707317354,Summer,13
2020-03-06,24,74.89739781567877,Spring,27
2021-12-19,92,24.81868735567526,Spring,3
2020-08-14,5,93.33499119185993,Summer,26
2020-11-02,32,16.836349544992174,Winter,3
2020-08-09,55,15.782736308055696,Winter,6
2019-05-27,53,97.2878954997602,Summer,29
2019-04-11,37,44.690854329008225,Summer,9
2021-08-22,4,74.39001155019415,Spring,26
2020-09-13,35,66.87863714341692,Winter,24
2022-06-27,5,54.251339660058434,Summer,13
2022-06-02,96,64.31817450011617,Spring,23
2018-02-16,64,22.832331762664094,Winter,6
2021-11-15,18,70.2995681312571,Winter,28
2021-04-20,9,14.360892339752564,Fall,2
2022-03-24,4,69.7316105081785,Spring,27
2018-09-14,81,23.218594628137737,Fall,10
2018-06-29,40,58.72533876056661,Summer,13
2022-07-12,97,58.94501749109183,Spring,18
2018-02-12,27,54.17045314027575,Fall,29
2020-08-31,84,28.616143993198904,Fall,15
2020-08-02,6,41.81043644524979,Fall,22
2020-12-27,63,54.11254142471328,Spring,19
2019-05-15,64,60.87831841925231,Spring,18
2022-09-17,70,78.1470964148071,Summer,21
2020-04-17,46,45.34798458877812,Fall,26
2021-06-14,72,28.125973209476033,Summer,5
2021-07-27,72,36.73557268518115,Fall,21
2018-08-05,95,80.77470063747367,Spring,28
2022-06-23,21,56.28518317176389,Fall,30
2021-04-02,33,30.367914681448546,Fall,13
2019-10-16,35,48.832000138751184,Fall,27
2019-01-29,78,15.542835103554626,Winter,6
2019-12-26,82,31.33092152923993,Fall,17
2022-10-31,96,99.3591806354162,Summer,29
2022-09-14,88,34.2924982971477,Fall,17
2018-01-20,75,25.08321103133792,Summer,5
2019-05-15,84,103.28490761203375,Summer,30
2022-12-11,72,27.805358635101776,Winter,8
2018-05-19,59,28.49250157543361,Winter,9
2020-04-03,89,80.56003907038925,Winter,29
2022-10-05,55,53.49649415927424,Summer,12
2019-12-25,43,30.502020886762992,Spring,4
2022-02-07,50,61.99864437786172,Summer,16
2020-11-24,69,34.66485587942668,Spring,8
2018-08-21,99,41.378573241676534,Fall,23
2020-09-26,88,55.935160613755016,Winter,19
2021-04-04,51,44.1589110653185,Fall,22
2020-09-26,74,77.05398921035983,Spring,28
2019-10-18,79,93.59709185191626,Summer,27
2021-03-26,59,46.87858678640095,Fall,27
2018-03-24,67,80.5686214068666,Summer,23
2018-09-03,42,35.142184522108806,Spring,10
2018-09-27,99,27.202629852096845,Winter,9
2019-08-17,91,29.818839578433543,Winter,10
2019-03-30,28,48.98716398138142,Winter,17
2021-02-08,98,78.29047818832287,Summer,22
2018-04-09,6,35.824735169630394,Fall,15
2021-06-24,62,66.08012253680205,Spring,23
2020-03-03,56,77.66206365757716,Winter,28
2020-09-22,48,39.46251888128892,Winter,13
2019-01-14,86,32.16638549642989,Fall,14
2022-02-21,59,28.39647286034342,Winter,11
2022-07-30,92,15.942536794831465,Fall,4
2021-04-12,36,88.65979851502281,Summer,23
2019-02-21,60,104.32756540491543,Summer,29
2020-01-07,83,52.02803040052885,Winter,20
2021-02-08,34,73.48753440256512,Spring,28
2019-01-17,89,54.56343282855377,Spring,18
2021-12-31,22,63.174182711951005,Winter,22
2021-10-11,66,30.829925845022185,Winter,11
2019-12-20,19,64.9713654365,Winter,23
2020-01-22,44,17.07318265228671,Winter,4
2019-11-12,11,52.72098859200739,Fall,28
2019-01-07,6,67.736920780224,Winter,24
2020-10-01,46,25.944180973854017,Summer,4
2021-03-29,46,57.34734821865399,Spring,18
2020-11-25,18,40.69716199178406,Winter,15
2022-07-30,45,74.75696552877167,Spring,28
2018-01-27,39,59.655664809875056,Fall,30
2021-04-07,9,19.666521736103636,Winter,4
2021-11-01,46,49.8968532599368,Spring,17
2018-10-12,75,4.902963503200457,Winter,1
2019-11-22,54,80.97035484834704,Summer,21
2019-07-22,55,5.342222474390939,Winter,2
2019-04-02,32,41.404796062937095,Winter,13
2020-03-18,5,100.17069670681985,Summer,28
2020-09-28,34,33.433299774466136,Spring,5
2021-09-21,12,44.85296275990114,Fall,21
2020-07-19,10,20.700057698421315,Spring,2
2018-11-15,47,63.30355030930108,Spring,24
2020-05-19,67,27.785710613993686,Fall,10
2022-03-31,2,38.51580947627691,Fall,21
2022-09-28,36,46.34943135367549,Spring,12
2019-10-26,45,68.45280245795628,Summer,19
2018-08-28,60,34.16754770639715,Summer,6
2021-01-16,82,49.27506543357325,Winter,16
2022-07-25,95,24.466018500923283,Summer,2
2021-07-28,24,27.471346476113546,Fall,9
2019-06-22,80,30.546917981849077,Spring,5
2018-09-22,15,70.33073401499716,Summer,20
2019-02-24,75,27.158836643025502,Winter,7
2020-03-06,22,50.471438315974545,Summer,12
2018-06-16,21,39.27729444625575,Fall,22
2018-08-16,4,52.483478718794466,Winter,19
2019-12-20,39,52.19526333954792,Winter,19
2020-10-28,90,29.932093366260474,Fall,14
2018-09-14,59,86.9993805371055,Summer,25
2021-07-07,8,84.09913585274707,Summer,24
2020-04-30,51,31.21780815275469,Fall,13
2019-12-27,92,83.65672731608504,Spring,30
2020-04-03,15,18.977113276424497,Winter,4
2019-10-29,17,98.99937365518065,Summer,28
2020-07-20,24,81.42434098106074,Winter,29
2018-10-19,57,23.471135512407326,Fall,6
2020-06-02,10,60.6759489949169,Spring,22
2020-04-17,64,80.2354526230897,Summer,22
2018-02-14,41,98.14157549328272,Summer,27
2019-01-12,77,43.19506322646538,Fall,19
2021-12-03,63,42.55286656298134,Spring,13
2022-06-29,96,20.33377352374921,Fall,5
2020-12-02,55,106.67132119441017,Summer,30
2022-04-28,91,16.913168456679564,Winter,3
2022-08-31,61,40.75876790631414,Fall,20
2018-09-11,46,63.51311597250704,Summer,17
2022-05-30,37,40.73061107224227,Summer,9
2020-03-06,83,16.000418626528152,Fall,1
2021-05-27,86,75.20037183817946,Winter,29
2020-09-29,30,26.796568415375148,Winter,7
2019-12-04,100,22.173384441122607,Fall,10
2019-04-23,8,97.57505641302087,Summer,29
2022-02-15,67,22.970282348856173,Spring,1
2020-12-08,4,53.389917505012505,Fall,29
2022-09-04,53,54.72242284984931,Winter,19
2019-08-21,68,70.89106744282732,Spring,23
2019-01-13,22,15.030040023331114,Fall,4
2020-10-22,24,21.93750298626851,Fall,6
2018-04-06,53,28.866035206073814,Fall,13
2018-08-25,89,80.44990851431682,Spring,29
2018-03-09,45,50.8811741159581,Fall,24
2020-11-07,20,33.31191171167755,Summer,6
2022-10-25,91,63.685842735042215,Spring,20
2019-11-22,2,60.17145191297446,Spring,22
2021-03-11,60,21.741964280464373,Fall,10
2018-05-17,8,14.306379965802261,Fall,3
2022-03-19,2,69.56288973800885,Spring,27
2018-12-29,35,9.34013325654986,Winter,1
2020-03-12,84,69.70225891843333,Spring,25
2019-10-10,22,42.53328104728858,Spring,10
2019-01-26,40,24.15654011501262,Summer,3
2022-03-17,48,38.10667306283425,Winter,12
2021-08-20,20,72.6592479546821,Winter,28
2020-09-27,32,70.33821442637336,Summer,18
2019-01-06,78,53.751242312487484,Spring,16
2018-09-07,50,52.53286137661599,Summer,13
2018-12-05,68,80.78435484990463,Summer,22
2019-05-01,99,9.943894288260186,Fall,2
2021-03-14,29,25.173663593773927,Fall,11
2020-01-07,5,40.23137238786903,Summer,8
2020-10-25,100,65.18028774311077,Winter,23
2018-07-06,6,41.56686928422384,Fall,23
2020-04-16,100,19.39973672164468,Fall,7
2020-04-18,91,38.01903387444395,Spring,10
